id,genre_ids,title,rating,release,ogLanguage,overview
76492,"[16, 35, 10751, 14]",Hotel Transylvania,7,2012-09-28,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!"
53215,"[16, 12, 35]",Kiwi!,7,2006-01-01,en,The story of a Kiwi who spends his whole life working towards achieving his dream.
37950,"[18, 10749]",Charlie St. Cloud,7,2010-07-30,en,"Accomplished sailor Charlie St. Cloud has the adoration of his mother Claire and his little brother Sam, as well as a college scholarship that will lead him far from his sleepy Pacific Northwest hometown. But his bright future is cut short when a tragedy strikes and takes his dreams with it. After his high-school classmate Tess returns home unexpectedly, Charlie grows torn between honoring a promise he made four years earlier and moving forward with newfound love. And as he finds the courage to let go of the past for good, Charlie discovers the soul most worth saving is his own."
14711,"[16, 28]",Afro Samurai: Resurrection,7,2009-10-16,en,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.
11826,"[80, 18, 53]",Sexy Beast,7,2001-06-16,en,"Ex-safecracker Gal Dove has served his time behind bars and is blissfully retired to a Spanish villa paradise with a wife he adores. The idyll is shattered by the arrival of his nemesis Don Logan, intent on persuading Gal to return to London for one last big job."
4836,"[18, 53, 80]",Layer Cake,7,2005-05-13,en,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin..."
795813,"[878, 35, 10749]",I'm Your Man,7,2021-09-24,de,"Alma is a scientist at Berlin's famous Pergamon Museum. In order to obtain research funds for her studies, she accepts an offer to participate in an extraordinary experiment. For three weeks, she must live with a humanoid robot with artificial intelligence designed to allow it to morph into that of her ideal life partner. Enter Tom, a machine in human form, created to make her happy."
377897,"[28, 16, 10751]",Barbie: Spy Squad,7,2016-03-01,en,"Barbie and her best friends Teresa and Renee transform from hard-working gymnasts to undercover secret agents. When their amazing gymnastics skills catch the eye of a top-secret spy agency, the girls are soon following clues to a gem-stealing cat burglar, using high-tech gadgets, glam disguises and cute robo-pets to save the day."
354859,"[36, 10749, 18]",The Promise,7,2017-04-21,en,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris."
1272,"[878, 53, 27]",Sunshine,7,2007-06-30,en,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope."
480530,[18],Creed II,7,2018-11-21,en,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life."
84329,"[878, 35, 18, 80]",Robot & Frank,7,2012-08-16,en,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse."
63700,"[12, 35, 10751, 14, 10770, 27]",My Babysitter's a Vampire,7,2012-06-25,en,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire."
16140,"[14, 53, 9648]",Death Note: The Last Name,7,2006-10-28,ja,"In the second installment of the Death Note film franchise, Light Yagami meets a second Kira and faithful follower Misa Amane and her Shinigami named Rem. Light attempts to defeat L along with Teru Mikami (a Kira follower) and Kiyomi Takada (another Kira follower) but in the end will Light win? or will a Shinigami named Ryuk make all the difference in Light's victory or his ultimate death?"
742,"[18, 35, 10749]",Together,7,2001-09-21,sv,"Elisabeth leaves her abusive and drunken husband Rolf, and goes to live with her brother, Göran. The year is 1975 and Göran lives in a commune called Together. Living in this leftist commune Elisabeth learns that the world can be viewed from different perspectives."
495193,"[80, 18]",Benji,7,2018-03-02,en,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue."
454652,"[18, 36]",Colette,7,2018-09-21,en,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels."
426613,[18],The Miseducation of Cameron Post,7,2018-01-22,en,"Pennsylvania, 1993. After getting caught with another girl, teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother, Reverend Rick, whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam, thus creating a new family to deal with the surrounding intolerance."
34186,"[35, 80, 18, 53]",The Ax,7,2005-03-02,fr,"A chemist loses his job to outsourcing. Two years later and still jobless, he hits on a solution: to genuinely eliminate his competition."
17445,"[28, 12, 16, 14, 878]",Green Lantern: First Flight,7,2009-07-28,en,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps."
423899,"[18, 36]",Victoria & Abdul,7,2017-09-22,en,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.
419743,"[18, 10749]",Disobedience,7,2018-04-27,en,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin."
265228,[18],Timbuktu,7,2015-01-28,fr,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed. A look at the brief occupation of Timbuktu by militant Islamic rebels.
91739,[35],Much Ado About Nothing,7,2013-06-07,en,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
55787,"[18, 10749]",Water for Elephants,7,2011-04-22,en,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena."
25676,"[18, 28, 35]",Robin-B-Hood,7,2007-12-26,cn,"For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?"
11401,"[99, 10402]",Metallica: Some Kind of Monster,7,2004-01-21,en,"After bassist Jason Newsted quits the band in 2001, heavy metal superstars Metallica realize that they need an intervention. In this revealing documentary, filmmakers follow the three rock stars as they hire a group therapist and grapple with 20 years of repressed anger and aggression. Between searching for a replacement bass player, creating a new album and confronting their personal demons, the band learns to open up in ways they never thought possible."
392,"[35, 18, 10749]",Chocolat,7,2000-12-22,en,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis."
337401,"[12, 14, 18]",Mulan,7,2020-03-09,en,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential."
180863,"[80, 18]",T2 Trainspotting,7,2017-03-17,en,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie."
178682,"[10751, 12, 35, 18]",The Wizards Return: Alex vs. Alex,7,2013-03-15,en,"The Russo family and friends are headed to Tuscany, Italy, to meet their long lost relatives... but when Alex tries to prove she's more than a seemingly carefree young Wizard, she inadvertently conjures a spell that creates a Good Alex and an Evil Alex. When Evil Alex gets roped into a charming young wizard's foreboding plan to take over the world, Good Alex must find a way to save her family and humankind, which leads to a monumental battle between the two versions of herself - all atop the Tower of Pisa."
70057,"[18, 28, 53]",Dragon,7,2012-11-30,cn,"A sinful martial arts expert wants to start a new tranquil life, only to be hunted by a determined detective and his former master."
26809,"[16, 14, 10751]",Prep & Landing,7,2009-12-08,en,"Wayne gets a new rookie partner, Lanny, after his previous partner got the promotion he wanted. Lanny has to remind Wayne of the Spirit of Christmas and the importance of being an elf in Santa's Prep and Landing elite unit."
21448,"[16, 10751, 35]",Mickey's Magical Christmas: Snowed in at the House of Mouse,7,2001-11-06,en,"When a huge snowstorm leaves everyone stranded, Mickey and all of his guests at the House of Mouse, including Pooh, Belle, Snow White, Cinderella, Ariel and many more of his old and new friends, break out the cookies and hot chocolate to help Donald mend his tattered Christmas spirit."
15163,[18],Amazing Grace,6.9,2006-09-16,en,"The true story of William Wilberforce and his courageous quest to end the British slave trade. Along the way, Wilberforce meets intense opposition, but his minister urges him to see the cause through."
656663,"[35, 28, 99]",Jackass Forever,7,2022-02-04,en,"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy."
62837,"[18, 10751]",Dolphin Tale,6.9,2011-09-23,en,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.
49530,"[28, 53, 878]",In Time,6.9,2011-10-28,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'."
9692,[18],The Woodsman,6.9,2004-12-24,en,A paedophile returns to his hometown after 12 years in prison and attempts to start a new life.
425134,[35],How to Be a Latin Lover,6.9,2017-04-28,en,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.
46705,"[18, 10749]",Blue Valentine,6.9,2010-12-29,en,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage."
26275,[35],Kamikaze Girls,6.9,2004-06-18,ja,"Momoko is an ordinary girl, living an ordinary life. Ordinary, that is, if you define ordinary as wearing elaborate lolita dresses from the Rococo period in 18th Century France. However, when punk girl and self-styled 'Yanki' Ichiko comes calling, her days as 'ordinary' are most certainly numbered..."
23202,"[27, 35]",Trick 'r Treat,6.9,2007-12-07,en,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest."
384677,"[10749, 35]",Set It Up,6.9,2018-06-12,en,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.
364220,"[18, 14]",The Keeping Hours,6.9,2017-06-15,en,"A supernatural love story that centers on two parents whose life together falls apart after their son dies. The man, now a successful lawyer, and the woman, now married and an author, get a chance at reconciliation ten years later."
97367,"[18, 80]",The Place Beyond the Pines,6.9,2013-03-27,en,"A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician."
74534,"[18, 35]",The Best Exotic Marigold Hotel,6.9,2012-05-25,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age."
24684,"[18, 10749]",An Education,6.9,2009-10-30,en,"Despite her sheltered upbringing, Jenny is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David, a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget."
429199,"[35, 18]",The Other Side of Hope,6.9,2017-09-01,fi,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.
498402,"[10402, 35, 18]",Aline,6.9,2022-01-21,fr,"For Aline Dieu, nothing in the world matters more than music, family and love. Her powerful and emotional voice captivates everyone who hears it, including successful manager Guy-Claude Kamar, who resolves to do everything in his power to make her a star. As Aline climbs from local phenomenon to bestselling recording artist to international superstar, she embarks on the two great romances of her life: one with the decades-older Guy- Claude and the other with her adoring audiences."
282070,"[878, 27]",Parasyte: Part 2,6.9,2015-04-25,ja,"Alien pods come to Earth and, naturally, start taking over Human Hosts. One such pod only manages to take over one human's, Shin Izumi, right arm. Together they grow and co-exist, all the while the other aliens are making meals of other humans; Shin feels he must put a stop to it all, but his alien, Migi, doesn't see why."
48303,"[18, 10749]",Certified Copy,6.9,2011-03-11,fr,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano."
10865,"[16, 10751, 12, 878]",Atlantis: The Lost Empire,6.9,2001-06-15,en,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it."
7973,"[18, 35, 10749]",Caramel,6.9,2008-02-01,ar,"In a beauty salon in Beirut the lives of five women cross paths. The beauty salon is a colorful and sensual microcosm where they share and entrust their hopes, fears and expectations."
2044,"[10749, 18, 9648]",The Lake House,6.9,2006-06-16,en,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late."
114955,"[10751, 10402, 10770]",Let It Shine,6.9,2012-06-15,en,"A young teenage rapper must use his musical talent to help his friend out and win the girl of his dreams by going through several events of betrayal, trust and agreement while his religious parents have strictly dislike his interests."
24420,"[18, 10749, 14]",The Time Traveler's Wife,6.9,2009-08-14,en,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire."
8841,[18],The Class,6.9,2008-12-24,fr,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.
825597,"[10751, 16, 35, 878]",Maggie Simpson in The Force Awakens from Its Nap,6.9,2021-05-04,en,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy."
658760,"[10749, 35]",Isi & Ossi,6.9,2020-02-14,de,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love."
22494,"[18, 35, 878, 10749]",Frequently Asked Questions About Time Travel,6.9,2009-04-24,en,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.
9952,"[12, 18, 10752]",Rescue Dawn,6.9,2007-07-04,en,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.
703771,"[16, 28, 12, 878]",Deathstroke: Knights & Dragons - The Movie,6.9,2020-08-04,en,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.
320006,"[35, 18]",Taxi,6.9,2015-10-02,fa,"A yellow cab is driving through the vibrant and colourful streets of Tehran. Very diverse passengers enter the taxi, each candidly expressing their views while being interviewed by the driver who is no one else but the director Jafar Panahi himself. His camera placed on the dashboard of his mobile film studio captures the spirit of Iranian society through this comedic and dramatic drive…"
302828,"[10752, 12]",Against the Sun,6.9,2014-11-22,en,"A WWII pilot, bombardier, and radioman find themselves adrift on a lifeboat without food or water after being forced to ditch their plane during a scouting mission."
80797,"[14, 16, 10751]",Winx Club: The Secret of the Lost Kingdom,6.9,2008-04-02,it,"Sixteen years ago the most powerful warrior wizards of the Magic Dimension sacrificed themselves to fight against absolute evil. Now the fate of a kingdom is in the hands of a young girl - Bloom, the fairy of the Dragon's flame. Accompanied by her Winx Club girlfriends, Bloom must overcome the greatest challenge of all: enter the depths of the obscure dimension, fight against evil to bring her parents back to life and reveal the mystery linked to her origins. The destiny of the entire Magic Dimension depends on the outcome of this conflict."
11652,"[18, 36]",Invincible,6.9,2006-08-25,en,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way."
615904,"[10749, 35, 10402]",Marry Me,6.9,2022-02-11,en,"Music superstars Kat Valdez and Bastian are getting married before a global audience of fans. But when Kat learns, seconds before her vows, that Bastian has been unfaithful, she decides to marry Charlie, a stranger in the crowd, instead."
28053,"[18, 35]",City Island,6.9,2009-03-06,en,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private."
2750,"[35, 18, 10402]",24 Hour Party People,6.9,2002-02-13,en,"Manchester, 1976. Tony Wilson is an ambitious but frustrated local TV news reporter looking for a way to make his mark. After witnessing a life-changing concert by a band known as the Sex Pistols, he persuades his station to televise one of their performances, and soon Manchester's punk groups are clamoring for him to manage them. Riding the wave of a musical revolution, Wilson and his friends create the legendary Factory Records label and The Hacienda club."
43418,"[18, 36, 10752]",Beneath Hill 60,6.9,2011-06-28,en,"The true story of Australia's cat-and-mouse underground mine warfare—one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was secret struggle BENEATH the Western Front that combined daring engineering, technology and science. Few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers."
542417,[18],Skin,6.9,2019-07-26,en,"A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves."
419639,"[53, 18, 27]",The Thinning,6.9,2016-10-12,en,"In a post-apocalyptic future where population control is dictated by a high-school aptitude test, two students discover the test is smoke and mirrors hiding a larger conspiracy."
347031,"[35, 18, 10749, 14, 12]",Swiss Army Man,6.9,2016-06-24,en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams."
128136,"[35, 10749]",My Awkward Sexual Adventure,6.9,2012-12-20,en,A hyper-repressed and schlubby accountant (Jonas Chernick) strikes a deal with a worldly but disorganized stripper (Emily Hampshire): he'll help her with her crushing debt if she helps him become a better lover.
75491,"[35, 16]",The Rabbi's Cat,6.9,2012-12-14,fr,"The story of a rabbi and his talking cat, a sharp-tongued feline philosopher brimming with scathing humor and a less than pure love for the rabbi's teenage daughter."
15394,"[80, 18, 53]",Owning Mahowny,6.9,2003-05-02,en,"Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession."
13416,[18],Friday Night Lights,6.9,2004-10-08,en,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor."
13016,"[99, 36]",Zeitgeist,6.9,2007-06-01,en,"Zeitgeist: the Movie is a 2007 documentary film by Peter Joseph examining possible historical and modern conspiracies surrounding Christianity, the September 11, 2001 terrorist attacks and the Federal Reserve bank. It was officially released online on June 18, 2007 on www.ZeitgeistMovie.com"
14945,"[878, 12, 16, 18, 14, 10749, 28]",Origin: Spirits of the Past,6.9,2006-02-20,ja,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary.
676,"[28, 10752, 36, 10749, 18]",Pearl Harbor,6.9,2001-05-21,en,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941."
864390,[16],Mickey and Minnie Wish Upon a Christmas,6.9,2021-12-02,en,"After a series of mishaps, Mickey, Minnie and the gang are separated all over the world and must try to get back to Hot Dog Hills by Christmas Eve. A mysterious and jolly stranger shows up to tell them about The Wishing Star, which could be the secret to bringing everybody home in time to celebrate together."
42246,"[10751, 16, 35, 28, 12]",Tom and Jerry: The Fast and the Furry,6.9,2005-10-11,en,"After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion."
34067,"[10751, 12, 16, 14, 28, 878]",Pokémon: Lucario and the Mystery of Mew,6.9,2006-09-20,ja,"In the legendary past, before Poké Balls were invented, an aura-guiding hero Pokémon named Lucario sensed two groups of armies about to clash, and a threat of a massive war in front of Oldoran Castle in Kanto that would leave no survivors. He transferred this message to his master, the legendary hero Arlon, while he was being attacked by a violent group of Hellgar. During the battle, his sense of sight was lost and he was rendered unable to see. He used the detection of his Aura, and so with the offensive Wave Bomb, he eliminated them. Though by the threat, the queen of Rota, Lady Rin was resolute to die with her civilians, and so Arlon made a choice."
1381,"[18, 12, 878, 10749]",The Fountain,6.9,2006-11-22,en,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world."
320,"[80, 9648, 53]",Insomnia,6.9,2002-05-24,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
394537,[18],The Pirates of Somalia,6.9,2017-12-08,en,"After an inspiring chance encounter with his idol, rookie journalist Jay Bahadur uproots his life and moves to Somalia looking for the story of a lifetime. Hooking up with a local fixer, he attempts to get embedded with the local Somali pirates, only to quickly find himself in over his head."
77174,"[10751, 16, 12, 35]",ParaNorman,6.9,2012-08-17,en,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago."
73939,[18],Pariah,6.9,2011-12-28,en,"A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression."
1922,[18],Irina Palm,6.9,2007-02-13,en,"Maggie, a quiet retiring grandmother, finds herself helpless as her grandson’s health deteriorates. When one last chance appears, but money is desperately short, Maggie acts to raise the cash in a fashion that surprises everyone but her..."
474569,[99],One of Us,6.9,2017-10-12,en,"Penetrating the insular world of New York's Hasidic community, focusing on three individuals driven to break away despite threats of retaliation."
298016,"[10751, 16, 35]",It's a SpongeBob Christmas!,6.9,2012-11-23,en,"Plankton, Mr. Krabs' nemesis, vows to get his Christmas wish - obtaining the Krusty Krab's secret Krabby Patty formula - by turning everyone bad in Bikini Bottom with the help of his special jerktonium-laced fruitcake."
68721,"[28, 12, 878]",Iron Man 3,6.9,2013-05-03,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
14613,"[16, 10751, 28, 12, 878]",Next Avengers: Heroes of Tomorrow,6.9,2008-09-02,en,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.
760336,"[18, 36]",Munich: The Edge of War,6.9,2022-01-21,en,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret."
518527,[10749],Harry & Meghan: A Royal Romance,6.9,2018-05-13,en,"Examine the history of Prince Harry and Meghan Markle from the moment they met after being set up by friends, through their initial courtship when they were able to keep their romance under wraps, and ultimately the intense global media attention surrounding their relationship and Meghan’s life as a divorced American actress."
241771,"[10749, 18]",Beyond the Lights,6.9,2014-11-14,en,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?"
34672,"[10751, 35]",Chestnut: Hero of Central Park,6.9,2004-10-21,en,"Ray and Sal, two orphaned sisters, adopt and hide a Great Dane puppy from their two adopted parents living in a luxury downtown New York apartment that expressely forbids dogs."
502422,"[35, 18]",Thunder Road,6.9,2018-03-12,en,A police officer faces a personal meltdown following a divorce and the death of his mother.
355111,"[16, 10402, 10751]",Barbie in Rock 'N Royals,6.9,2015-09-08,en,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences."
2447,"[18, 36]",The Nativity Story,6.9,2006-12-01,en,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born."
1951,[18],Manderlay,6.9,2005-05-16,da,"In 1933, after leaving Dogville, Grace Margaret Mulligan sees a slave being punished at a cotton farm called Manderlay. Officially slavery is illegal and Grace stands up against the owners of the farm. She stays with some gangsters in Manderlay and tries to influence the situation. But when harvest time comes Grace sees the social and economic reality of Manderlay."
532865,"[18, 36]",The Dig,6.9,2021-01-15,en,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎."
116440,"[16, 18, 10751]",Maggie Simpson in The Longest Daycare,6.9,2012-07-12,en,"In this Oscar-nominated short from The Simpsons, Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler"
17612,"[18, 10749]",Lost and Delirious,6.9,2001-01-21,en,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation."
7944,"[99, 10402]",Shine a Light,6.9,2008-04-04,en,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band."
592834,"[10751, 28, 35]",My Spy,6.9,2020-06-26,en,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family."
255718,"[10751, 16]",Barbie: The Pearl Princess,6.9,2014-02-15,en,"Barbie plays Lumina, a mermaid girl with the power to change the color of pearls. Cheerful and creative, Lumina finds herself working in a mermaid salon customizing fabulous hairstyles. And when Lumina has the chance to attend the royal ball, her friends adorn her with a gown fit for a princess. At the ball, villains try to seize power over the kingdom, and Lumina finds within herself an unexpected power that proves she is much more than a hair stylist."
